Dewey,Title,Subject,CheckoutDate,CheckoutCount,DaysCheckedOut,Topic,Contribution,TopicTerms,,,,,,,,
526,History of cartography,Maps,39159,10,11,19,0.5,family including present account records thomas time day times materials,,,,,,,,
711,King County annual growth report,Land use Washington State King County Periodicals,39159,12,14,31,0.444,washington state sound puget region resources mines plan high king,,,,,,,,
979,History of Utah comprising preliminary chapters on the previous history of her founders accounts of early Spanish and American explorations in the Rocky mountain region the advent of the Mormon pioneers the establishment and dissolution of the pr,Mormon Church,39160,4,22,18,0.217,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
978,100 year look at Grafton North Dakota 1882 1982,Grafton N D History,39160,2,23,7,0.4,music marine criticism ships van methods division corps trail theory,,,,,,,,
975,Carolina cradle settlement of the northwest Carolina frontier 1747 1762,Migration Internal United States,39160,3,22,13,0.25,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
929,Descendants of some early settlers of the Trumansburg Covert N Y area the Swick family,Swick family,39160,4,29,27,0.222,history early making wine kentucky white italy study americas physics,,,,,,,,
533,sky and I,Great Britain Air Transport Auxiliary,39160,3,53,17,0.4,books encyclopedia international western laws society system transport general relations,,,,,,,,
387,SST in commercial operation,Supersonic transport planes Economic aspects,39160,1,66,11,0.286,story alaska california description economic travel guidebooks social aspects conditions,,,,,,,,
811,Emily Dickinson encyclopedia,Dickinson Emily 1830 1886 Encyclopedias,39160,3,36,34,0.25,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
709,Sumer,Art Sumerian History,39161,7,673,37,0.5,history industry military food aircraft technology money events man franklin,,,,,,,,
947,Soviet Union and Eastern Europe,Soviet Union,39161,2,4,23,0.5,history england britain union costume ireland fashion london germany soviet,,,,,,,,
979,Ranchos become cities,Public lands California,39162,6,44,33,0.25,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
623,Springfield 1903 rifles the illustrated documented story of the design development and production of all the models appendages and accessories,Springfield rifle,39162,1,44,35,0.167,design bible gold water railroad coins ages roads car model,,,,,,,,
629,Brockway trucks 1948 through 1961 photo archive photographs from the Mack Trucks Historical Museum Archives,Trucks United States History,39162,5,41,25,0.167,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
507,Occasional papers of the British Columbia Provincial Museum,Natural history British Columbia,39162,1,12,16,0.25,great book medicine british birds catalogue lake medical wood exhibitions,,,,,,,,
25,Fundraising for the small public library a how to do it manual for librarians,Public libraries Finance,39163,3,54,9,0.75,bibliography biography women revolution public fiction library finance buildings congress,,,,,,,,
25,Public library catalog guide to reference books and adult nonfiction,Public libraries United States Bibliography,39163,3,50,9,0.273,bibliography biography women revolution public fiction library finance buildings congress,,,,,,,,
979,Columbia River flood 1948,Floods Columbia River Valley,39163,3,55,6,0.4,river valley story roman italian mexico egypt collection fishes identification,,,,,,,,
977,early history of Scott County Indiana 1820 1870,Scott County Ind History,39163,1,11,33,0.571,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
746,Patchwork crochet,Crocheting Patterns,39163,1,28,18,0.5,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
929,Luther genealogy a history of the descendants of Captain John Luther who arrived in the Massachusetts Bay Colony 1630 1635,Luther family,39163,2,60,15,0.364,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
929,Dille family three hundred years in America 1664 1964,Dill family,39163,1,53,5,0.4,years national complete france park french color furniture hundred mount,,,,,,,,
929,Biographical sketches of the Schimpf family,Schimpf family,39163,2,26,15,0.5,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
977,Historical and biographical album of the Chippewa Valley Wisconsin including a general historical sketch of the Chippewa Valley ancestral records of leading families biographies of representative citizens past and present and portraits of promi,Chippewa River Valley Wis History,39163,3,25,33,0.407,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
557,Washingtons channeled scabland,Missoula Lake,39163,3,6,34,0.333,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
178,Reports from His Majestys minister at Peking respecting the opium question in China,Opium trade China,39163,1,5,26,0.3,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
629,Toyota Tacoma 4Runner T100 automotive repair manual models covered 2WD and 4WD Toyota Tacoma 1995 thru 2004 4Runner 1996 thru 2002 and T100 1993 thru 1998,Toyota 4Runner sport utility vehicle Maintenance and repair Handbooks manuals etc,39163,87,2,25,0.85,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
332,Studies in tape reading,Stocks,39164,15,33,1,0.667,science record genealogical statistics airplanes christian reading text chronology commercial,,,,,,,,
553,Quartz family minerals a handbook for the mineral collector,Quartz,39164,1,24,31,0.4,washington state sound puget region resources mines plan high king,,,,,,,,
940,Zeppelin in combat a history of the German Naval Airship Division 1912 1918,Airships,39164,3,21,37,0.143,history industry military food aircraft technology money events man franklin,,,,,,,,
289,Byways in Quaker history a collection of historical essays by colleagues and friends of William I Hull,Society of Friends History,39164,2,59,20,0.167,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
929,Calvin families origin and history of the American Calvins with a partial genealogy,Colvin family,39164,1,46,27,0.25,history early making wine kentucky white italy study americas physics,,,,,,,,
929,Genealogical register of the descendants of Thomas Flint of Salem with a copy of the wills and inventories of the estates of the first two generations,Flint family,39164,1,59,19,0.273,family including present account records thomas time day times materials,,,,,,,,
566,Fossil vertebrates fishes amphibians reptiles and birds,Vertebrates Fossil,39164,1,52,28,0.167,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
634,Terminology of forest science technology practice and products English language version,Forests and forestry Dictionaries,39164,1,35,36,0.273,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
929,Warbasse history a study in the sociology of heredity,Warbasse family,39164,2,20,9,0.4,bibliography biography women revolution public fiction library finance buildings congress,,,,,,,,
646,How to make your own shoes,Shoe industry,39164,2,4,37,0.5,history industry military food aircraft technology money events man franklin,,,,,,,,
71,story of the New York times the first 100 years 1851 1951,New York times,39164,1,21,19,0.4,family including present account records thomas time day times materials,,,,,,,,
383,Mitchell Hoover official catalog of bureau precancels,Precancels United States,39164,1,52,12,0.286,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
685,Professional shoe fitting,Shoes,39164,2,4,20,0.5,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
372,Teaching to read historically considered,Reading History,39164,1,16,33,0.2,county history biographical sketches iowa biography men illustrations indiana pioneers,,,,,,,,
778,Colour photography and other recent developments of the art of the camera,Photography Artistic,39164,2,22,32,0.333,war world civil photography operations ii artistic naval german aerial,,,,,,,,
796,martial arts origins philosophy practice,Hand to hand fighting Oriental,39165,30,17,4,0.429,york architecture army city year construction planes philosophy henry fighter,,,,,,,,
732,Akhenaten and Nefertiti Catalog of an exhibition celebrating the 150th anniversary of the Brooklyn Institute of Arts and Sciences,Tell el Amarna Egypt,39165,110,3,19,0.167,family including present account records thomas time day times materials,,,,,,,,
793,silver bough a study of the national and local festivals of Scotland,Festivals Scotland,39167,20,52,23,0.429,history england britain union costume ireland fashion london germany soviet,,,,,,,,
929,few more left the story of Isaac Hillman with added genealogical studies of the Hillman Barkman Barrackman Bergmann Hunt Knight Hollister House Redfern Studley Jones Burton Birdsall Sweet MÌÄ‰Û_ÌâåÅller DÌÄ‰Û_ÌâåÅnschmann Dibble Crippen,Methodist Church Clergy,39167,6,30,1,0.25,science record genealogical statistics airplanes christian reading text chronology commercial,,,,,,,,
623,Standards and recommended practices for small craft,Boats and boating Safety measures,39167,2,6,2,0.75,business reference modern church construction management small industrial practical boats,,,,,,,,
